file_name,Stimulating,Playful,Soothing,Sensory-Calming,Grounding,Focusing,Transitional,Anxiety-Reduction,emotion1,emotion2,emotion3,gpt_description
ants_song_combination_1470.wav,0.48994708,0.54939395,0.44118506,0.5021026,0.55234516,0.41640016,0.56268126,0.35722566,Transitional,Grounding,Playful,"This song blends transitional, grounding, and playful elements, creating a versatile musical experience that supports sensory regulation and engagement. Its steady rhythm and soothing melodies provide a grounding effect, helping children feel secure and focused. Simultaneously, playful musical motifs encourage exploration and interaction, making it an excellent tool for fostering attention and promoting a calm yet engaging environment in therapy sessions."
ants_song_combination_1471.wav,0.48273253,0.5169275,0.443505,0.46917725,0.5672134,0.41774106,0.512141,0.3852021,Grounding,Playful,Transitional,"This song combines grounding, playful, and transitional elements, making it ideal for music therapy sessions with children on the autism spectrum. Its steady rhythm and soothing melodies provide a calming effect, while lively and engaging sections encourage playful interaction and attention. The song's dynamic shifts support sensory regulation and help ease transitions, fostering a balanced environment for therapeutic engagement."
ants_song_combination_1485.wav,0.15504071,0.38415927,0.28081518,0.3664031,0.3382209,0.24715275,0.2934368,0.1938896,Playful,Sensory-Calming,Grounding,"This song features a playful and engaging melody that encourages interaction and movement, making it ideal for capturing the attention of children with ASD. Its sensory-calming qualities are enhanced by gentle rhythms and soothing harmonies, which can help reduce anxiety and promote relaxation. Additionally, the grounding elements of the music provide a stable auditory backdrop, supporting sensory regulation and helping children feel more centered and focused during therapy sessions."
ants_song_combination_1486.wav,0.35999805,0.5393528,0.36460984,0.47101793,0.465644,0.37406516,0.48300487,0.28709093,Playful,Transitional,Sensory-Calming,"This song combines playful melodies with a gentle, calming rhythm, making it ideal for supporting sensory regulation and engagement in children with ASD. Its transitional qualities help ease listeners through different emotional states, promoting attention and adaptability. The soothing yet lively elements create a balanced auditory environment that encourages both relaxation and active participation."
ants_song_combination_1487.wav,0.3967078,0.50724834,0.40425617,0.43817705,0.51581055,0.37693936,0.47634637,0.3418068,Grounding,Playful,Transitional,"This song features a grounding rhythm that provides a stable and calming foundation, ideal for helping children with ASD feel secure and centered. Its playful melodies and bright instrumentation encourage engagement and interaction, making it a useful tool for fostering social connection and attention. The transitional elements gently guide listeners through different musical sections, supporting sensory regulation and adaptability in a therapeutic setting."
ants_song_combination_1517.wav,0.26752862,0.3381497,0.4357016,0.43973443,0.4340195,0.27994797,0.36015755,0.33981347,Sensory-Calming,Soothing,Grounding,"This song offers a gentle and calming experience, featuring soft melodies and a steady rhythm that promote relaxation and sensory regulation. Its soothing tones and grounding qualities can help children with ASD feel more centered and focused, making it an excellent choice for reducing anxiety and enhancing attention during therapy sessions. The overall effect is a comforting auditory environment that supports emotional and sensory balance."
ants_song_combination_1518.wav,0.37965512,0.38902718,0.47816077,0.4608851,0.47951072,0.2944371,0.51685506,0.36809772,Transitional,Grounding,Soothing,"This song offers a gentle and supportive atmosphere, ideal for transitions and grounding activities in a music therapy session. Its soothing melodies and steady rhythm create a calming effect, helping children with ASD to regulate their sensory experiences and maintain focus. The balanced blend of transitional and grounding qualities makes it an effective tool for enhancing engagement and promoting emotional stability."
ants_song_combination_1519.wav,0.32814604,0.31739542,0.42480272,0.3590551,0.44222453,0.27939427,0.38761997,0.3372185,Grounding,Soothing,Transitional,"This song features a gentle and steady rhythm that provides a grounding effect, helping to anchor and calm the listener. Its soothing melodies and soft harmonies create a tranquil atmosphere, making it ideal for reducing anxiety and promoting relaxation. The transitional elements in the music encourage focus and engagement, supporting sensory regulation and attention in children with autism spectrum disorder."
ants_song_combination_1533.wav,0.13545157,0.3117623,0.37545696,0.422673,0.38855913,0.23551688,0.3151087,0.2974085,Sensory-Calming,Grounding,Soothing,"This song features gentle melodies and a steady rhythm that create a calming and soothing atmosphere, ideal for helping children with autism spectrum disorder achieve sensory regulation. Its grounding qualities encourage focus and attention, making it a valuable tool for promoting relaxation and reducing anxiety in therapeutic settings. The song's serene and tranquil nature supports engagement and emotional balance, facilitating a peaceful environment for learning and interaction."
ants_song_combination_1534.wav,0.23494555,0.35646415,0.37121066,0.39082313,0.36476815,0.22386694,0.42247325,0.27327397,Transitional,Sensory-Calming,Soothing,"This song offers a gentle and calming experience, with its smooth transitions and soothing melodies that create a serene atmosphere. Its sensory-calming qualities make it ideal for helping children with autism spectrum disorder regulate their sensory input, facilitating relaxation and reducing anxiety. The song's consistent rhythm and soft instrumentation can also support attention and engagement, making it a valuable tool for achieving therapeutic goals in a music therapy session."
ants_song_combination_1535.wav,0.24574071,0.2818736,0.34602332,0.28087556,0.35629454,0.21116167,0.32442084,0.25902748,Grounding,Soothing,Transitional,"This song offers a gentle and calming experience, with its grounding qualities providing a sense of stability and security. The soothing melodies and smooth transitions between sections help to maintain attention and encourage sensory regulation, making it ideal for fostering a peaceful environment. Its balanced structure supports engagement and can assist in easing transitions during therapy sessions for children with autism spectrum disorder."
ants_song_combination_1613.wav,0.2848649,0.34854627,0.4073246,0.41631317,0.42268285,0.31819016,0.3627122,0.3312927,Grounding,Sensory-Calming,Soothing,"This song features a gentle and steady rhythm, creating a grounding effect that can help children with ASD feel more centered and secure. Its calming melodies and soothing harmonies are designed to ease sensory overload, promoting relaxation and focus. Ideal for therapy sessions, the song supports sensory regulation and can enhance attention and engagement by providing a peaceful auditory environment."
ants_song_combination_1614.wav,0.48524827,0.49110723,0.47647837,0.52404034,0.55746686,0.40146056,0.60834926,0.4096551,Transitional,Grounding,Sensory-Calming,"This song features a soothing melody and gentle rhythm that supports transitions, helping children move smoothly between activities. Its grounding qualities provide a sense of stability and focus, while the sensory-calming elements, such as soft instrumental tones, promote relaxation and reduce overstimulation. Ideal for fostering attention and engagement, this piece can be a valuable tool in supporting sensory regulation and emotional balance in children with ASD."
ants_song_combination_1615.wav,0.46957996,0.46203145,0.48441193,0.5154476,0.56932116,0.41036183,0.51773286,0.4561835,Grounding,Transitional,Sensory-Calming,"This song features a soothing blend of gentle rhythms and calming melodies, creating a grounding atmosphere ideal for sensory regulation. Its transitional elements gently guide listeners through a smooth musical journey, promoting focus and engagement. Perfect for music therapy sessions, the song supports emotional stability and helps children with ASD achieve a sense of calm and balance."
ants_song_combination_1629.wav,0.2519825,0.36897212,0.41627225,0.43902522,0.43844762,0.3476393,0.35598406,0.3497782,Sensory-Calming,Grounding,Soothing,"This song features gentle melodies and a steady rhythm that create a calming and grounding atmosphere, ideal for sensory regulation. Its soothing tones can help children with autism feel more centered and relaxed, promoting better focus and engagement during therapy sessions. The music’s tranquil quality supports emotional balance, making it a valuable tool for reducing anxiety and enhancing attentiveness."
ants_song_combination_1630.wav,0.44768074,0.50869507,0.46666086,0.54535043,0.5479281,0.4113955,0.6010889,0.4064793,Transitional,Grounding,Sensory-Calming,"This song features a soothing blend of gentle rhythms and calming melodies, making it ideal for supporting transitions and grounding activities in music therapy sessions for children with ASD. Its sensory-calming qualities help to reduce overstimulation and promote relaxation, while maintaining a steady flow that encourages focus and engagement. The song's structure can aid in regulating emotions, providing a comforting backdrop for therapeutic goals such as enhancing attention and facilitating smoother transitions between activities."
ants_song_combination_1631.wav,0.43390763,0.4680963,0.48405123,0.52765346,0.56195426,0.41113037,0.5166377,0.4561727,Grounding,Sensory-Calming,Transitional,"This song features soothing melodies and gentle rhythms that create a grounding and calming atmosphere, ideal for sensory regulation. Its transitional qualities help ease children through changes in activities or environments, promoting a sense of stability and focus. The song's balanced tempo and harmonious tones can support therapeutic goals by enhancing attention, engagement, and emotional comfort in children with ASD."
ants_song_combination_1661.wav,0.28736436,0.42111146,0.3443554,0.39938807,0.40167195,0.30450594,0.33395538,0.24234222,Playful,Grounding,Sensory-Calming,"This song features a playful and grounding melody that can engage children with its light-hearted and rhythmic elements, promoting joy and focus. Its sensory-calming qualities are ideal for helping children with autism spectrum disorder achieve relaxation and emotional regulation. The combination of these emotional qualities makes it a valuable tool for enhancing attention and fostering a soothing environment during therapy sessions."
ants_song_combination_1662.wav,0.4830315,0.5521275,0.43466067,0.50069654,0.5500159,0.42587483,0.55310464,0.35334367,Transitional,Playful,Grounding,"This song blends transitional, playful, and grounding elements, creating a balanced auditory experience that can support children with ASD in a therapeutic setting. Its rhythmic patterns and lively melodies encourage engagement and playfulness, while its steady tempo and harmonic structure provide a sense of stability and grounding. This combination can aid in sensory regulation and enhance attention, making it a versatile tool for calming and focusing during sessions."
ants_song_combination_1663.wav,0.47430015,0.5222776,0.4237625,0.46962363,0.5610588,0.42352432,0.49558073,0.37317255,Grounding,Playful,Transitional,"This song features a blend of grounding rhythms and playful melodies, creating a safe and engaging musical environment. Its transitional elements gently guide listeners through different musical sections, supporting focus and sensory regulation. Ideal for music therapy sessions, the song can help children with ASD improve attention and engagement while providing a calming and structured auditory experience."
ants_song_combination_1677.wav,0.11606815,0.3699155,0.25778562,0.36244568,0.32382476,0.24841946,0.26129517,0.18440793,Playful,Sensory-Calming,Grounding,"This song combines playful melodies with calming rhythms, creating a soothing and engaging listening experience that is ideal for children with autism spectrum disorder. Its sensory-calming qualities can help reduce anxiety and promote relaxation, while its grounding elements support focus and attention. The music's joyful yet steady nature encourages active participation and sensory regulation, making it a valuable tool for achieving therapeutic goals in a session."
ants_song_combination_1678.wav,0.32852203,0.52533686,0.33468103,0.44905147,0.43392253,0.36528882,0.44344407,0.2604044,Playful,Sensory-Calming,Transitional,"This song features a playful and engaging melody that captures attention, making it ideal for promoting active participation and enjoyment in music therapy sessions. With its sensory-calming elements, the song provides a soothing auditory experience, supporting relaxation and sensory regulation. Its transitional qualities facilitate smooth shifts between activities, helping children with ASD adjust to changes in routine with ease."
ants_song_combination_1679.wav,0.38179925,0.50914717,0.3804636,0.43298817,0.50277936,0.37570918,0.45178485,0.32284456,Playful,Grounding,Transitional,"This song combines a playful and grounding energy, featuring a lively rhythm and steady beat that can help maintain attention and encourage engagement. Its transitional qualities make it suitable for guiding children through activities, providing a sense of structure and predictability. The melody is both uplifting and soothing, supporting sensory regulation and creating a calming environment."
ants_song_combination_1709.wav,0.2590053,0.33934563,0.4356833,0.44341558,0.43805474,0.2913857,0.3483289,0.3461821,Sensory-Calming,Grounding,Soothing,"This song features gentle, flowing melodies and a soft instrumental arrangement that creates a calming and soothing atmosphere, ideal for sensory regulation and grounding. Its steady rhythm and tranquil harmonies can help children with ASD feel more centered and relaxed, promoting attention and engagement in therapeutic settings. The song's calming qualities make it a valuable tool for reducing anxiety and enhancing emotional stability."
ants_song_combination_1710.wav,0.35658097,0.38029468,0.47643715,0.45439953,0.47186935,0.30322576,0.5013578,0.37142915,Transitional,Soothing,Grounding,"This song offers a gentle and calming experience, ideal for supporting children with ASD during transitional moments. Its soothing melodies and steady rhythm create a sense of safety and grounding, helping to regulate sensory input and maintain attention. The music's comforting qualities can facilitate engagement and provide a peaceful backdrop for therapeutic activities."
ants_song_combination_1711.wav,0.30493897,0.30582327,0.40286094,0.3339165,0.4165511,0.28149146,0.34979975,0.32520607,Grounding,Soothing,Transitional,"This song offers a gentle and calming experience, featuring a steady rhythm and soft melodies that create a grounding atmosphere. Its soothing qualities help to ease tension and promote relaxation, making it an excellent choice for calming and sensory regulation. The transitional elements in the music can aid in maintaining engagement and supporting smooth shifts in attention, making it a versatile tool in therapy sessions for children with ASD."
ants_song_combination_1725.wav,0.08400193,0.28893235,0.3311131,0.40157467,0.35478324,0.22277623,0.25900596,0.27048978,Sensory-Calming,Grounding,Soothing,"This song features gentle melodies and soft instrumental textures that create a calming and soothing atmosphere, ideal for sensory regulation. Its steady rhythm and grounding harmonies can help children with ASD feel more centered and focused, promoting relaxation and reducing anxiety. The song's tranquil qualities make it an excellent choice for sessions aimed at enhancing attention and engagement in a peaceful and supportive environment."
ants_song_combination_1726.wav,0.18185475,0.31642437,0.3184866,0.33688194,0.303329,0.19035888,0.35792148,0.23396486,Transitional,Sensory-Calming,Soothing,"This song features gentle, flowing melodies and soft instrumental textures, creating a calming and soothing auditory environment. Its transitional quality supports sensory regulation and can aid in easing children through changes in activities or environments. The song's calming nature makes it an excellent tool for promoting relaxation and focused attention in music therapy sessions for children with ASD."
ants_song_combination_1727.wav,0.22463794,0.26177335,0.301727,0.22562714,0.30371523,0.18833895,0.26118514,0.22477286,Grounding,Soothing,Playful,"This song features a balanced blend of grounding and soothing qualities, with a playful undertone, making it an excellent choice for music therapy sessions with children with ASD. Its steady rhythm and gentle melodies create a calming atmosphere, promoting relaxation and sensory regulation. The playful elements can engage attention and encourage interaction, supporting therapeutic goals of enhancing focus and emotional stability."
ants_song_combination_1997.wav,0.25762025,0.30769014,0.3627503,0.38638628,0.3897932,0.31555158,0.33905247,0.3208925,Grounding,Sensory-Calming,Soothing,"This song features a gentle and steady rhythm, creating a grounding effect that can help children feel more centered and secure. Its soothing melodies and calming harmonies are designed to promote relaxation and sensory regulation, making it an ideal choice for reducing anxiety and enhancing focus. With its balanced blend of grounding and sensory-calming elements, the song can support therapeutic goals by fostering a peaceful and attentive environment for children with ASD."
ants_song_combination_1998.wav,0.45570117,0.43312368,0.40579352,0.4807828,0.4983961,0.37317038,0.5970205,0.3838082,Transitional,Grounding,Sensory-Calming,"This song features a soothing and steady rhythm, making it ideal for supporting transitions and grounding children with autism spectrum disorder. Its calming melodies and gentle harmonies provide a sensory-calming environment, which can help reduce anxiety and promote focus. The song’s structure encourages engagement and can aid in maintaining attention, making it a valuable tool in music therapy sessions for fostering emotional regulation and comfort."
ants_song_combination_1999.wav,0.41769192,0.39288318,0.41157442,0.40671575,0.48026228,0.37290367,0.4926808,0.414527,Transitional,Grounding,Stimulating,"This song offers a balanced blend of transitional, grounding, and stimulating qualities, making it an excellent tool for supporting children with autism in therapy sessions. Its rhythmic structure and soothing melodies create a sense of stability and focus, helping to ground and regulate sensory experiences. Meanwhile, the gentle yet engaging musical elements can stimulate attention and encourage active participation, facilitating smoother transitions and enhancing overall engagement."
ants_song_combination_2013.wav,0.19948733,0.30223048,0.36863482,0.40114558,0.3955425,0.33737448,0.30664524,0.34094095,Sensory-Calming,Grounding,Soothing,"This song features gentle melodies and a steady rhythm, creating a calming and grounding atmosphere that can help children with autism spectrum disorder feel more centered and relaxed. Its soothing qualities are ideal for promoting sensory regulation and reducing anxiety, making it a valuable tool for enhancing focus and engagement during therapeutic activities. The musical elements are designed to provide a comforting auditory environment, supporting emotional balance and a sense of security."
ants_song_combination_2014.wav,0.3939229,0.43115836,0.38047332,0.48735732,0.46276665,0.36281824,0.56106746,0.36633557,Transitional,Sensory-Calming,Grounding,"This song features gentle, flowing melodies and a soothing rhythm that create a calming sensory experience, making it ideal for helping children transition between activities. Its grounding qualities provide a stable auditory environment that can enhance focus and support emotional regulation. The song's calming nature may aid in reducing anxiety and promoting a sense of security, fostering better engagement in therapeutic activities."
ants_song_combination_2015.wav,0.3716514,0.3831132,0.39597356,0.39674115,0.45081192,0.35686642,0.47920203,0.3982147,Transitional,Grounding,Anxiety-Reduction,"This song features soothing melodies and gentle rhythms that create a calming atmosphere, ideal for easing transitions and reducing anxiety in children with autism spectrum disorder. Its grounding qualities can help anchor attention and promote a sense of stability, making it a useful tool for sensory regulation and enhancing focus during therapy sessions. The song’s balanced emotional tone supports engagement by providing a comforting auditory environment."
ants_song_combination_2045.wav,0.26265645,0.3767773,0.291036,0.359182,0.34654695,0.27774817,0.30844957,0.19804174,Playful,Sensory-Calming,Grounding,"This song combines playful melodies with calming rhythms, creating an engaging and soothing auditory experience. Its gentle tempo and grounding harmonies can help children with ASD feel more centered and relaxed, supporting sensory regulation and promoting focused attention. Ideal for sessions aimed at enhancing engagement and emotional stability, this music can provide a comforting backdrop for therapeutic activities."
ants_song_combination_2046.wav,0.43985122,0.49888885,0.35644943,0.42655277,0.46448344,0.37591225,0.49715087,0.30027458,Playful,Transitional,Grounding,"This song features a playful and lively rhythm that encourages engagement and interaction, making it ideal for capturing the attention of children with ASD. Its transitional elements guide listeners gently from one musical idea to another, supporting cognitive flexibility and adaptability. The grounding qualities of the melody provide a sense of stability and calm, aiding in sensory regulation and creating a soothing environment."
ants_song_combination_2047.wav,0.47474456,0.51008487,0.38096738,0.3813864,0.5043169,0.41237783,0.49095446,0.34028542,Playful,Grounding,Transitional,"This song blends playful melodies with grounding rhythms, creating a transitional musical experience that gently shifts between energetic and calming moments. Its engaging tempo and dynamic variations can capture attention and encourage active participation, while the steady, grounding elements offer sensory regulation and emotional stability. Ideal for fostering engagement and supporting transitions in children with ASD, this song can be a versatile tool in music therapy sessions."
ants_song_combination_2061.wav,0.095609345,0.3051226,0.17247145,0.31181616,0.23815715,0.19411358,0.20560677,0.10677918,Sensory-Calming,Playful,Grounding,"This song features a soothing and playful melody that balances calming and grounding elements, making it ideal for sensory regulation in children with ASD. Its gentle rhythms and light-hearted tones can help reduce anxiety and promote relaxation, while also encouraging engagement and focus through its playful aspects. This combination supports therapeutic goals by providing a comforting auditory environment that fosters attention and emotional stability."
